"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"AeM","Swim","400 estilos calentar 6x (150 AeM palas+pull 30"" 100 pies aletas 20"") 100 suaves","","2000","2025-07-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL2+ 2h","Bike","45' calentar 15' haciendo 30"" fuertes cada 3' 2x15' AeL2+ con 5' recu rodar hasta completar","2","","2025-07-23","si haces rodillo: 15' calentar 15' haciendo 30"" fuertes cada 3' 2x15' AeL2+ con 5' recu total: 70'","46071.578125","","",""," *07/23/2025 Ganix Pereda: Se ha puesto a llover y he dado media vuelta.*","1.68722140789032","7.58500003814697","","","","124","155","","","0.675730904037243","87.1","54","25","12","11","0","0","0","","","","","","","","","","","","","","3","7"
"AeL1","Swim","20x100 20"" 5 normal, 5 palas-pull, 5 aletas, 5 respirando cada 3","","2000","2025-07-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L1a 45-50'","Run","rodar fácil","0.75","","2025-07-25","","8014.89990234375","","","","","0.803611099720001","2.78500008583069","","165","","158","181","","","1.15061443472164","117.05","1","1","0","9","10","10","16","","","","","","","","","","","","","","3","5"
"AeIntenso 2-3h","Bike","rodar AeL1 y meter 6x5' AeIntenso a lo largo de la sesión. mínimo descanso entre series, 5' y máximo 15'","2","","2025-07-26","","80515.90625","","",""," *07/26/2025 Ganix Pereda: Las 2 últimas me he calentado y alargado. Una para acabar el puerto y otra porque se me han pegado unos y ya les he llevado.* *07/26/2025 Julen Diez: jajajajaja qué tío!*","2.77976298332214","8.04599952697754","","","","141","181","","","0.841023529736943","223.47","43","30","16","23","7","12","35","","","","","","","","","","","","","","5","5"
"L4 fartlek 60'","Run","15' calenntar 6 veces: 4' L4 + 2' recu rodar hasta completar","1","","2025-07-27","","11679.169921875","","",""," *07/28/2025 Ganix Pereda: Las he intentado hacer a 4:15 alguna no he llegado porque he acabado en repecho*","1.00055551528931","3.25600004196167","","172","","162","185","","","1.27443070907022","179.87","0","3","10","8","3","4","32","","","","","","","","","","","","","","7",""
"Day off","Day Off","","","","2025-07-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1-AeL2 2h","Bike","30' calentar 3x20' AeL2 con 10' recu","2","","2025-07-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeIntenso","Swim","400 calentar 4x25 fuertes 20"" 6x100 AeIntenso 30"" 200 suaves 4x100 AeIntenso palas 30"" 200 suaves 2x100 AeIntenso aletas 30"" 200 suaves","","2300","2025-07-30","","2300","","",""," *07/30/2025 Ganix Pereda: Es la del lunes!*","0.643333333333333","0.956340956340956","","27","","132","162","","","0.370247083457479","3.27","10","9","6","10","2","2","0","","","","","","","","","","","","","","6","5"
"AeL1-AeL2","Swim","400 estilos calentar 2x800 AeL2 45"" 1ª normal 2ª palas-pull 200 suaves","","2200","2025-07-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5 60'","Run","15' calentar 4 progresivos de 100m con 100m recu 8x400 L5 con misma recu que el esfuerzo rodar hasta completar","1","","2025-07-31","","9684.9599609375","","",""," *07/31/2025 Ganix Pereda: He ido a la pista! No sé si puedes ver bien los ritmos. Porque le he puesto calle 8 cuando estaba rodando para terminar y se ha vuelto loco el reloj. He hecho todas las series más o menos en 1:30 menos la primera que no sabía ritmo y me he emocionado.*","0.892499983310699","3.03800010681152","","169","","150","185","","","1.12555270281145","124.7","1","9","12","13","3","2","13","","","","","","","","","","","","","","7","5"
"Day off","Day Off","","","","2025-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 libre","Bike","rodar fácil. todo lo largo que quieras","","","2025-08-02","","54170.58984375","","","","","3.41577935218811","4.40500020980835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5"
"AeIntenso 2h30'","Bike","45' rodar 15' haciendo 15"" muy fuertes cada 3' 2 veces: (10x1' AeIntenso con 1' recu 10' rodar) rodar 30'","2.5","","2025-08-03","","39052.73046875","","","","","2.61743021011353","4.14499998092651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-08-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4 2h","Bike","30' rodar 5x10'' muy fuertes cada 3' 6x3' AeM cada 10' Rodar hasta completar","2","","2025-08-05","","66729.171875","","","","","4.40350008010864","4.20900011062622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-08-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-08-06","","60504.0703125","","","","","3.77158069610596","4.45599985122681","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 1h30'","Bike","Rodar fácil","1.5","","2025-08-07","","62419.87109375","","","","","3.2458803653717","5.34200000762939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1-Vo2max 2h30'","Bike","30' calentar 60' haciendo 30'' muy fuertes cada 6' 15' rodar 2x [6x30'' fuertes/30'' libre 4' rodar] Rodar hasta completar","2.5","","2025-08-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-08-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L1a 45'","Run","Rodar fácil","0.75","","2025-08-10","","7321.08984375","","","","","0.678888916969299","2.98000001907349","","170","","129","150","","","1.12202221692451","93.73","11","27","1","0","0","0","0","","","","","","","","","","","","","","",""
"open water easy","Swim","","","1500","2025-08-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"variado aguas abiertas","Swim","500 ligero 500 medio 500 intenso 500 suaves","","2000","2025-08-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-08-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"variado 2h","Bike","30' calentar 6x (1' AeIntenso 2' AeM 1' AeIntenso 6' rodar) 30' rodar","2","","2025-08-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-08-13","","63356.8203125","","","","","2.36511611938477","7.44099998474121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeIntenso","Swim","400 calentar 4x50 progresivas 30"" 6x200 AeIntenso 40"" 200 suaves respirando cada 3","","2000","2025-08-14","","2000","","",""," *08/14/2025 Ganix Pereda: He intentado hacer las series a 3:40 los 200m. La primera he ido bastante rápido y la última se me ha pasado un poco que iba fundido.*","0.569444444444444","0.941619585687382","","28","","139","158","","","0.36372947838283","2.74","1","10","16","8","0","0","0","","","","","","","","","","","","","","7","5"
"Running","Run","","","","2025-08-15","","1908.01000976563","","","","","0.202222228050232","2.63499999046326","","168","","166","171","","","0.98388585441397","20.69","0","0","0","0","0","1","11","","","","","","","","","","","","","","",""
"L5 60'","Run","15' calentar 4 progresivos de 100m 6-8x600 L5 1'30"" recu trote rodar hasta completar","1","","2025-08-15","hacer 6 u 8 dependiendo de las sensaciones","7949.9599609375","","",""," *08/15/2025 Ganix Pereda: Imposible hacer 8. La 5 y la 6 ya se me han ido un poco porque me costaba aguantarlas. Y para la última he alargado el descanso.*","0.856944441795349","2.97399997711182","","165","","150","187","","","1.11554413939108","101.6","6","11","2","5","2","2","15","","","","","","","","","","","","","","8","5"
"AeL1-AeL2 3h","Bike","rodar AeL1 y meter 2 puertos de 15-20' en AeL2","3","","2025-08-16","","62824.640625","","","","","2.41341257095337","7.23099994659424","","","","114","167","","","0.637667288561004","111.32","102","25","14","3","0","0","0","","","","","","","","","","","","","","",""
"L1a-L2 75'","Run","15' calentar 4x12' L2 con 3' recu","1.25","","2025-08-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trabajo Fuerza General (vídeo)","Strength","https://www.youtube.com/watch?v=o8wQ9w9yfDo","0.2","","2025-08-18","","","","","","","0.2","","","","","","","","","0.632455532033676","8","","","","","","","","","","","","","","","","","","","","","","5"
"Day off","Day Off","","","","2025-08-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-08-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"variado 60'","Run","16' calentar 4 bloques: 45"" L5 + 45"" trote 90"" L4 + 1' trote 3' L3 + 1' trote 3 rodar","1","","2025-08-21","","11734.2802734375","","",""," *08/21/2025 Ganix Pereda: He hecho lo del martes que no había hecho nada esta semana. Y mañana aunque haya carrera saldré en bici por la mañana*","1.0011111497879","3.25399994850159","","168","","156","184","","","1.21356857891649","163.29","3","10","4","8","4","7","25","","","","","","","","","","","","","","7","5"
"Activación 30'","Run","rodar 25' 5x20'' en progresión/40'' trote","0.5","","2025-08-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-08-22","","5961.77001953125","","","","","0.469444453716278","3.54999995231628","","178","","165","179","","","1.31031648259404","87.4","0","0","0","1","3","5","19","","","","","","","","","","","","","","",""
"AeL1","Swim","4x500 30"" normal palas-pull aletas 3-5"" más rápido el 100 que el primer 500","","2000","2025-08-25","","2000","","","","","0.557222222222222","0.960153624579933","","25","","130","148","","","0.371707592564706","2.86","10","17","6","1","0","0","0","","","","","","","","","","","","","","4","5"
"Day off","Day Off","","","","2025-08-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4 60'","Run","15’ calentar 4x [5x45’’ L4/45’’ trote]/3’ rodar después de cada bloque Rodar hasta completar","1","","2025-08-27","","11405.080078125","","",""," *08/27/2025 Ganix Pereda: Me he sentido muy bien! He hecho todo debajo de 4’ seguro el reloj se vuelve majareta con algunos descansos*","1.00027775764465","3.18300008773804","","167","","157","182","","","1.21610244115087","163.88","1","5","8","7","5","7","26","","","","","","","","","","","","","","8","3"
"AeM 2h","Bike","30' calentar 10x3' AeM con 3' recu Las 5 primeras en subida y cadencia 60 Las 5 últimas en llano y cadencia libre 30' rodar","2","","2025-08-28","","55514.83984375","","",""," *08/28/2025 Ganix Pereda: La del martes 🤙🏼*","1.94631409645081","7.9229998588562","","","","123","169","","","0.678722710237097","100.98","67","27","11","8","1","0","2","","","","","","","","","","","","","","5","5"
"Day off","Day Off","","","","2025-08-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL2+/AeIntenso 3h","Bike","30’ calentar 30’ haciendo: 2’ AeIntenso/3’ libre 2x20K AeL2+ buscando mucha velocidad con 10' recu Rodar hasta completar","3","","2025-08-30","","90035.3125","","","","","3.06763672828674","8.15299987792969","","","","143","173","","","0.855542709160665","255.82","32","33","21","36","12","20","32","","","","","","","","","","","","","","",""
"L1a 75'","Run","rodar fácil","1.25","","2025-08-31","","14151.5","","",""," *08/31/2025 Ganix Pereda: Estoy bastante tieso de las piernas. Me imagino que será de ayer de la bici.*","1.25055551528931","3.13299989700317","","170","","148","165","","","1.18617378843033","195.97","1","3","20","31","6","12","2","","","","","","","","","","","","","","3","7"
"variado","Swim","400 estilos calentar 4x25 muy fuertes cada 1' 400 AeL2 40"" 100 suaves pull 2x200 AeM 30"" 100 suaves pull 4x100 AeIntenso 20"" 100 suaves pull","","2000","2025-09-01","","2000","","",""," *09/01/2025 Ganix Pereda: Las últimas intenso me han costado!*","0.591111111111111","0.907852927825692","","27","","133","155","","","0.350397288855639","2.54","7","18","9","3","0","0","0","","","","","","","","","","","","","","4","5"
"AeM 2h","Bike","30' rodar 15' haciendo 30"" fuertes cada 3' 5x8' AeM con 4' recu 15' rodar","2","","2025-09-02","Entreno exigente. Meter 80gramos de hidratos por hora.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-09-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1-AeL2 2-3h","Bike","rodar AeL1 metiendo desnivel en AeL2","2","","2025-09-04","","47989.96875","","",""," *09/04/2025 Ganix Pereda: Estás es la del sábado!*","2.09987854957581","6.34800004959106","","","","113","162","","","0.634817331674936","95.5","98","15","4","5","2","1","0","","","","","","","","","","","","","","2","5"
"AeL1","Swim","20x100 20"" 4 normal 4 palas-pull 4 aletas 4 pull respirando cada 3 4 normal","","2000","2025-09-05","","2000","","",""," *09/05/2025 Ganix Pereda: Es la del miércoles que luego voy a correr a hacer lo de ayer*","0.539166666666667","0.991080277502478","","26","","124","141","","","0.38415529659186","3.06","16","16","2","0","0","0","0","","","","","","","","","","","","","","3","9"
"variado 60'","Run","15' calentar 2000 L3 3' trote 2x1000 L4 2' trote 4x500 L5 1' trote rodar hasta completar","1","","2025-09-05","","12021.98046875","","",""," *09/05/2025 Ganix Pereda: Las de 500m he ido a lo que me daba pero no podía bajar de 4’*","1.01972222328186","3.27900004386902","","171","","165","190","","","1.22274725772012","168.97","1","1","3","11","2","5","38","","","","","","","","","","","","","","8","5"
"Road Cycling","Bike","","","","2025-09-06","","87594.3671875","","","","","3.37648272514343","7.20599985122681","","","","120","173","","","0.665830699508119","170.96","121","44","20","12","1","2","3","","","","","","","","","","","","","","",""
"L1a-sprints 60'","Run","rodar fácil y meter 6 sprints de 10-12"" en los últimos 15' del entreno","1","","2025-09-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeM","Swim","300 calentar 4x25 muy fuertes cada 1' 400 AeM 40"" 200 pull fácil 300 AeM 30"" 200 pull fácil 200 AeM 20"" 200 pull fácil 100 AeM 10"" 200 pull fácil","","2200","2025-09-07","","2200","","",""," *09/07/2025 Ganix Pereda: El del viernes 🤙🏼*","0.624444444444444","0.942587832047986","","28","","134","150","","","0.364862087968541","3.03","10","10","14","5","0","0","0","","","","","","","","","","","","","","5","5"
"AeL1","Swim","3x700 45"" normal palas-pull aletas","","2100","2025-09-08","","2100","","","","","0.552222222222222","1.01400289715113","","26","","127","153","","","0.393826811981409","3.37","18","10","3","3","0","0","0","","","","","","","","","","","","","","3",""
"AeIntenso 2h","Bike","30' rodar 15' haciendo 15"" muy fuertes cada 3' 10x2' AeIntenso con 3' recu rodar hasta completar","2","","2025-09-09","si haces rodillo 80': 15' rodar 15' haciendo 15"" muy fuertes cada 3' 10x2' AeM con 3' recu","65099.078125","","","","","2.10929727554321","8.57299995422363","","","","131","169","","","0.743364206214793","131.56","42","31","17","23","8","4","2","","","","","","","","","","","","","","",""
"fartlek 70'","Run","15' calentar 45' haciendo: 2' L4 + 1' recu 10' vuelta a la calma","1.16666666666667","","2025-09-10","","14026.0400390625","","",""," *09/10/2025 Ganix Pereda: Menos una que me he comido el semáforo de pleno todas ahí entre 4:02 y 3:58. Eso si las últimas costaban porque pesaban las piernas.* *09/10/2025 Julen Diez: muy buen entreno!!*","1.18027782440186","3.29999995231628","","171","","159","182","","","1.25055028207615","204.33","1","6","9","6","6","8","34","","","","","","","","","","","","","","8","5"
"AeIntenso","Swim","400 estilos calentar 200 progresando cada 50 desde AeL1 hasta AeIntenso 8x100 AeIntenso 25"" 400 palas-pull 200 suaves","","2000","2025-09-11","","2000","","",""," *09/11/2025 Ganix Pereda: Es lo de mañana! Que me voy el finde y mañana y pasado no voy a a hacer nada.*","0.576111111111111","0.930665425779432","","27","","136","159","","","0.359520458382257","2.68","4","18","7","5","1","0","0","","","","","","","","","","","","","","6","5"
"Day off","Day Off","","","","2025-09-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeM 2-3h","Bike","rodar AeL1 y meter 3 puertos de 10-12' a umbral a lo largo del entreno","2","","2025-09-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2025-09-13","","13404.8896484375","","","","","3.70138883590698","1.10410095119327","","","","77","126","","","0.509508600532361","99.98","202","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"A1 45-60' ayunas","Run","rodar muy muy fácil","0.75","","2025-09-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeIntenso","Swim","500 calentar 3 veces: (6x50 palas AeIntenso 20"" 200 pull respirando cada 3 fácil)","","2000","2025-09-16","","2000","","",""," *09/16/2025 Ganix Pereda: Voy un día tarde. Mañana andaré en bici*","0.536111111111111","0.997008973080758","","26","","137","159","","","0.386344782738239","3.09","5","15","6","8","1","0","0","","","","","","","","","","","","","","6","5"
"L5 60'","Run","15' calentar 8 veces haciendo: (100-100 200-100 300-200) Los esfuerzos L5 y las recu a trote rodar hasta completar","1","","2025-09-17","","7681.56982421875","","",""," *09/17/2025 Ganix Pereda: Me he quedado sin batería pero he hecho las series. He ido un poco más rápido de lo que tocaba porque he calculado mal. Las 3 últimas han sido a ojo. Pero creo que las he aguantado bien. He acabado tieso de las piernas.*","0.659166693687439","3.1800000667572","","170","","149","178","","","1.20468324179242","104.87","3","12","2","5","3","5","10","","","","","","","","","","","","","","8","5"
"progresivos 2h","Bike","45' calentar 15' haciendo 30"" fuertes cada 3' 5 veces: (1' AeL2 1' AeM 1' AeIntenso 3' recu) rodar hasta completar","2","","2025-09-18","si haces rodillo: 15' calentar 15' haciendo 30"" fuertes cada 3' 5 veces: 1' AeL2 1' AeM 1' AeIntenso 3' recu total: 60'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-09-18","","58854.2109375","","","","","2.33464598655701","7.00299978256226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL2","Swim","400 calentar 4x25 fuertes cada 1' 2x600 AeL2 45"" 200 suaves","","1900","2025-09-19","","1900","","","","","0.532222222222222","0.954773869346734","","27","","140","155","","","0.369709373251858","2.69","1","10","14","7","1","0","0","","","","","","","","","","","","","","",""
"variado 3h","Bike","60' calentar 3 subidas de 15' haciendo: 1ª 20"" AeItenso+ y 40"" recu 2ª 30"" AeIntenso y 1' recu 3ª 3' AeM y 2' recu recuperación la bajada rodar hasta completar","3","","2025-09-20","","76896.3515625","","","","","2.77050375938416","7.71000003814697","","","","125","170","","","0.715021041231785","160.96","97","25","10","12","5","7","10","","","","","","","","","","","","","","",""
"L3 30' transi","Run","5' rodar 15' L4 10' rodar","0.5","","2025-09-20","","5028.4501953125","","","","","0.417499989271164","3.45300006866455","","172","","167","189","","","1.27334867750199","73.37","1","1","1","1","0","3","17","","","","","","","","","","","","","","",""
"L1a 45-60'","Run","rodar fácil acabando semana","0.75","","2025-09-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-09-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Anaeróbico + Vo2max 1h20' rodillo","Bike","15' calentar 8x [30’’ muy fuertes/30’’ libre 1’ AeIntenso/1’ libre 5' rodar AeR] rodar hasta completar","1.33333333333333","","2025-09-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-09-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2025-09-24","","8158.02001953125","","","","","1.9202778339386","1.18026910004792","","","","73","102","","","0.551918104394355","65.85","115","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"AeL1","Swim","300 calentar 6x50 (25 fuertes+25 suaves) 20"" 300 aletas 6x50 palas (25 fuertes+25 suaves) 20"" 300 aletas 6x50 aletas (25 fuertes+25 suaves) 20"" 300 pull","","2100","2025-09-25","","2100","","","","","0.539722222222222","1.03703703703704","","26","","119","141","","","0.402947865269707","3.53","24","9","1","0","0","0","0","","","","","","","","","","","","","","",""
"L1a-velocidad 60'","Run","15' calentar 8K haciendo: 200 L5 200 trote 600 L1a Rodar hasta completar","1","","2025-09-25","","8712.919921875","","",""," *09/25/2025 Ganix Pereda: Las 2 cosas bien sin problema*","0.77527779340744","3.08500003814697","","170","","150","180","","","1.20821773357007","124.58","1","1","11","19","4","3","8","","","","","","","","","","","","","","4","5"
"ritmo comp.","Swim","600 calentar 2x200 ritmo comp. 30"" 200 suaves","","1200","2025-09-26","","1200","","","","","0.279444444444444","1.13851992409867","","26","","122","134","","","0.444718944742426","2.46","11","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"Activación 30'","Run","rodar 25' 5x20'' en progresión/40'' trote","0.5","","2025-09-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Activación 45'","Bike","rodar 15' 10' en progresión desde AeL1 hasta AeIntenso 5' rodar 2x2' ritmo comp./3' vuelta a la calma hasta completar","0.75","","2025-09-27","","27771.75","","","","","1.54281032085419","5","","","","88","149","","","0.56912345294959","55.96","86","4","2","1","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2025-09-27","","7000.9599609375","","","","","1.71305561065674","1.1359662438646","","","","89","107","","","0.527176958312646","53.42","103","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-09-28","","41292.3984375","","","","","1.30167305469513","8.8120002746582","","","","160","177","","","1.02372948762273","152.15","1","3","2","8","12","18","34","","","","","","","","","","","","","","8","5"
"Running","Run","","","","2025-09-28","","10081.9404296875","","","","","0.807500004768372","3.53699994087219","","173","","179","192","","","1.31155192952908","153","0","0","0","0","0","0","48","","","","","","","","","","","","","","10","5"
"Open Water Swimming","Swim","","","","2025-09-28","","1445.82995605469","","","","","0.423888891935349","0.947463929262574","","","","173","181","","","0.35323607225797","1.87","0","0","0","0","1","1","23","","","","","","","","","","","","","","8","5"
"Transition","Other","","","","2025-09-28","","","","","","","0.0786111131310463","","","","","168","179","","","1.13676201167983","10.56","0","0","0","0","0","1","3","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-09-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-10-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-10-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1","Swim","5x400 30"" calentar palas-pull aletas respirando cada 3 5"" el 100 más rápido que el calentamiento","","2000","2025-10-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 1h30'","Bike","rodar fácil","1.5","","2025-10-04","o 45-60' rodillo","95814.578125","","","","","3.56412172317505","7.46799993515015","","","","123","172","","","0.693790952863324","196.2","114","39","20","26","7","5","3","","","","","","","","","","","","","","",""
"L1a 45'","Run","rodar fácil","0.75","","2025-10-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-10-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL2","Swim","400 calentar 2x800 AeL2 45"" recu 1ª pull 2ª palas-aletas 100 suaves","","2100","2025-10-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeM 2h","Bike","30' calentar 15' haciendo 30"" fuertes cada 3' 5x3' AeM en subida cadencia 60 recu la bajada rodar hasta completar","2","","2025-10-07","si haces rodillo: 15' calentar 15' haciendo 30"" fuertes cada 3' 5x3' AeM cadencia 60 con 2' recu cadencia 90 5' rodar hasta completar 60'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2025-10-08","","8008.52001953125","","",""," *10/08/2025 Ganix Pereda: He ido con un amigo a correr por el monte que está empezando. El viernes intentaré meter las series estas.*","1.59166669845581","1.99800002574921","","133","","147","173","","","1.10136181252413","173.29","8","10","12","22","6","7","12","","","","","","","","","","","","","","3","5"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-10-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
